Age,Cause,Date,Employed at,Employeed (Y/N),Fatalities,Gender,Incident Area,Injured,Latitude,Location,Longitude,Mental Health Issues,Open/Close Location,Policeman Killed,Race,State,Summary,Target,Title,Total victims
26,psycho,2006-08-24,,,2,Male,Home+School,2,44.49022039,"Essex Junction, Vermont",-73.11400628,Yes,Close,0.0,Black American or African American,Vermont,"On August 24, 2006, a 26-year old killed two people and wounded two others in a shooting rampage that began at his ex-girlfriend's home  in Essex Junction, Vermont and continued at the elementary school where she worked. Afterward, the shooter went to his friend's house to get more ammunition for the gun he had borrowed from him and shot his friend. He then try to commit suicide by shooting himself twice in the head, but he survived.",Ex-GirlFriend,Essex Elementary School,4
28,drunk,2006-03-25,,,7,Male,Capitol Hill neighborhood of Seattle,2,47.6229,"Seattle, Washington",-122.3165,No,,0.0,white,Washington,"Kyle Aaron Huff, 28, opened fire at a rave afterparty in the Capitol Hill neighborhood of Seattle before committing suicide.",random,Capitol Hill massacre,9
44,psycho,2006-01-30,Goleta Post Office,1.0,8,Female,Goleta Post Office,0,34.43606107,"Goleta, California",-119.8593619,Yes,Close,0.0,White American or European American,California,"On January 30, 2006, a 44-year-old postal worker on leave for psychological reasons killed her former neighbor before arriving to the Goleta Post Office where she worked in Goleta, California. She then opened fire on her coworkers, killing six before committing suicide.",Coworkers,Goleta Post Office,7
16,psycho,2005-03-21,,,10,Male,Home+School,5,47.87067289,"Red Lake, Minnesota",-95.00529009,Yes,Close,0.0,Native American or Alaska Native,Minnesota,"On March 21, 2005, after killing his grandfather and his grandfather's girlfriend in their home, a 16-year-old student of Red Lake High School in Red Lake, Minnesota arrived on campus and began shooting at his classmates and teachers. He killed five students, a teacher, a security guard and wounded five others before committing suicide.",random,Red Lake High School,14
44,frustration,2005-03-12,,,8,Male,Church,4,43.06396691,"Brookfield, Wisconsin",-88.12299758,No,Close,0.0,White American or European American,Wisconsin,"On March 12, 2005, a 44-year-old computer technician about to lose his job in Brookfield, Wisconsin opened fire on a congregation at the Living Church of God, killing the minister, six others and wounding four more before committing suicide.",random,Living Church of God,11
43,frustration,2005-02-24,,,3,Male,Smith County Courthouse,4,32.3154272,"Tyler, Texas",-95.30501087,Unknown,Open,0.0,Some other race,Texas,"On February 24, 2005, a 43-year old man opened fire on his ex-wife and son in front of the Smith County Courthouse inTyler, Texas. After wounding three law enforcement officers and killing another civilian, the gunman was killed in a gun battle with officers. The shooter was being sued for unpaid child support. ",Ex-Wife,Tyler Courthouse,6
25,frustration,2004-12-08,,,5,Male,,7,39.98861445,"Columbus, Ohio",-82.98904135,Yes,Open+Close,0.0,White American or European American,Ohio,"On December 8, 2004, a 25-year-old former mechanic for the US Marine Corps shot and killed the lead guitarist in the band Damageplan before shooting into the crowd at a concert at the Alrosa Villa Nightclub in Columbus, Ohio. Apparently upset by the breakup of the band Pantera, the shooter killed an additional three and wounded seven before being killed by police backstage.",random,Damageplan show at the Alrosa Villa Nightclub,11
36,anger,2004-11-21,,,6,Male,forests of Birchwood,2,45.65773714,"Birchwood, Wisconsin",-91.55077175,No,Open,0.0,Asian American,Wisconsin,"On November 21, 2004, a 36-year-old man hunting with companions in the forests of Birchwood, Wisconsin, encountered a group of hunters and began arguing with them over a deer stand that had apparently been on private land. He then opened fire on the hunters as a result of the confrontation, killing six and wounding two others before being arrested five hours later.",hunters,"Birchwood, Wisconsin",8
36,unemployement,2003-08-27,,0.0,7,Male,Warehouse,0,41.83928045,"Chicago, Illinois",-87.68818145,No,Close,0.0,Some other race,Illinois,"On August 27, 2003, a 36-year-old former employee of Windy City Core Supply in Chicago, Illinois arrived at the warehouse in which he used to work and began shooting at the supervisors that fired him and other coworkers, killing six. He was later killed in a shoot-out with the police.",Coworkers,Windy City Core Supply Warehouse,6
48,racism,2003-07-08,,,7,Male,Workplace,8,32.376081,"Meridian, Mississippi",-88.68978002,Yes,Close,0.0,white,Mississippi,"Assembly line worker Douglas Williams, 48, opened fire at his Lockheed Martin workplace in a racially motivated attack before committing suicide.",random,Lockheed Martin shooting,15
,terrorism,2003-05-09,,,1,Male,School,2,41.47657557,"Cleveland, Ohio",-81.68051502,No,Close,0.0,Asian American,Ohio,"On May 9, 2003, a graduate of the Case Western Reserve University in Cleveland, Ohio began shooting on the school grounds, killing a student and wounding a professor and another student. He was later arrested after holding a building hostage for seven hours.",Students+Teachers,Case Western Reserve University,3
41,failing exams,2002-10-28,,,4,Male,University of Arizona,0,32.15358905,"Tucson, Arizona",-110.96776470000002,No,Close,0.0,Some other race,Arizona,"On October 28, 2002, a 41-year-old nursing student failing out of his classes University of Arizona College of Nursing in Tucson, Arizona arrived on campus and shot three of his professors, killing them all, before committing suicide.",Teachers,University of Arizona College of Nursing,3
43,anger,2002-01-16,,,3,Male,Appalachian School of Law,3,37.27537712,"Grundy, Virginia",-82.09877234,No,Close,0.0,Black American or African American,Virginia,"On January 16, 2002, a 43-year-old former student of the Appalachian School of Law in Grundy, Virginia arrived on campus and began shooting. He killed the dean, a professor, a student and wounded three others before being arrested.",Students+Teachers,Appalachian School of Law,6
15,terrorism,2001-03-05,,,2,Male,Santana High School,13,32.86357277,"Santee, San Diego, California",-117.1281628,No,Close,0.0,White American or European American,California,"On March 5, 2001, a 15-year-old student of Santana High School in San Diego, California arrived to school and began shooting at his fellow classmates. Two students were killed and thirteen others were wounded before the shooter was taken into custody.",Students,Santana High School,15
66,unemployement,2001-02-05,,0.0,6,Male,Navistar in Melrose Park,4,41.90289602,"Melrose Park, Illinois",-87.86430209999996,No,Close,0.0,Black American or African American,Illinois,"On February 5, 2001, a 66-year-old fired employee arrived at his former workplace at Navistar in Melrose Park, Illinois with firearms, forced his way past security and began shooting at supervisors and coworkers before committing suicide. He had been scheduled to begin a prison sentence the next day on charges of stealing from his employer.",Coworkers,Navistar International,9
42,,2000-12-26,Edgewater Technology,1.0,7,Male,Edgewater Technology,0,42.506484,"Wakefield, Massachusetts",-71.0728306,Yes,Close,0.0,white,Massachusetts,"Michael McDermott, 42, opened fire on co-workers at Edgewater Technology and was later arrested.",Coworkers,Wakefield massacre,7
36,,1999-12-30,Radisson Bay Harbor Inn,1.0,5,Male,,3,27.99601861,"Tampa, Florida",-82.44503769,No,Open+Close,0.0,Some other race,Florida,"On December 30, 1999, a 36-year-old employee of the Radisson Bay Harbor Inn in Tampa, Florida arrived at his place of work and began shooting his coworkers, killing four and wounding three others. He fled the scene and attempted to steal a vehicle, killing the woman inside before being arrested.",Coworkers,Radisson Bay Harbor Inn,8
13,,1999-12-06,,,0,Male,Fort Gibson Middle School,4,35.77669911,"Fort Gibson, Oklahoma",-95.25996596,No,Close,0.0,White American or European American,Oklahoma,"On December 6, 1999, a 13-year-old student at Fort Gibson Middle School in Fort Gibson, Oklahoma opened fire on his classmates for no apparent reason, wounding four before being stopped by a teacher and taken into custody.",Students,Fort Gibson Middle School,4
40,,1999-11-02,Xerox Service Technician,1.0,7,Male,,0,21.3255125,"Honolulu, Hawaii",-157.8473055,Yes,Close,0.0,Asian,Hawaii,"Byran Koji Uyesugi, 40, a Xerox service technician, opened fire inside the building with a 9mm Glock. He fled and was later apprehended by police.",random,Xerox killings,7
47,terrorism,1999-09-15,,,8,Male,Church,7,32.74802142,"Fort Worth, Texas",-97.31305148,Yes,Close,0.0,White American or European American,Texas,"steven Kazmierczak, 27, opened fire in a lecture hall, then shot and killed himself before police arrived.",random,Wedgwood Baptist Church,14
44,psycho,1999-07-29,,,10,Male,Home+Stock Exchange Office,12,33.7629969,"Atlanta, Georgia",-84.4231328,Yes,Close,0.0,White American or European American,Georgia,"On July 29, 1999, after murdering his wife and children in their home in Atlanta, Georgia over the prior two days, a 44-year-old day trader entered a stock exchange office, killing four and moving on to another office, where he killed an additional five and wounded twelve. He was pursued by police until he committed suicide at a gas station. ",random,Offices of All-Tech Investment Group and Momentum Securities,21
15,breakup,1999-05-20,,,0,Male,Heritage High School,6,33.66086267,"Conyers, Georgia",-84.02688527,No,,0.0,White American or European American,Georgia,"On May 20. 1999, a 15-year-old student of Heritage High School in Conyers, Georgia arrived on campus and began shooting his fellow students as he was upset over a breakup with his girlfriend. He non-fatally wounded six students before being arrested.",Students,Heritage High School,6
"17,18",terrorism,1999-04-20,,,15,Male,Columbine High School,24,39.59358263,"Littleton, Colorado",-105.0152112,Yes,,0.0,White American or European American,Colorado,"On April 20, 1999, two students ages 17 and 18 arrived on their campus at Columbine High School in Littleton, Colorado, planning to kill hundreds of their peers and teachers. After two large propane tank bombs failed to explode, the students began shooting at their classmates, killing twelve and a teacher and wounding twenty-four others. The incident ended when the students killed themselves simultaneously in the library.",Students+Teachers,Columbine High School,37
48,terrorism,1998-10-06,U.S. Postal Service,1.0,0,Male,City Hall Building,6,33.93814348,"Riverside, California",-117.3948409,No,Close,0.0,Black American or African American,California,"On October 6, 1998, a 48-year-old U.S. Postal Service employee entered a conference room at City Hall in Riverside, California and began shooting. He wounded the mayor, two council members and three police officers before being shot by police and taken into custody.",random,Riverside City Hall,6
15,psycho,1998-05-21,,,4,Male,Home+School,25,44.05489698,"Springfield, Oregon",-123.0075562,Yes,Close,0.0,White American or European American,Oregon,"On May 21, 1998, a 15-year-old student at Thurston High School in Springfield, Oregon arrived on campus the day after killing both his parents with firearms in their home. He began shooting at the students, killing two and wounding twenty-five others before being arrested.",Students+Parents,Thurston High School,29
14,,1998-04-24,,,1,Male,Banquet Hall,3,41.87617136,"Edinboro, Pennsylvania",-80.12459632,Yes,Close,0.0,White American or European American,Pennsylvania,"On April 24, 1998, a 14-year-old student of Park Middle School in Edinboro, Pennsylvania was attending the end-of-the-year dance at an off-campus banquet hall. The student pulled his father's gun from a pocket and began shooting, killing a teacher and wounding another and two students before being arrested.",random,Parker Middle School Dance,4
"13,11",,1998-03-24,,,5,Male,School,10,35.8209895,"Jonesboro, Arkansas",-90.6682606,No,Close,0.0,white,Arkansas,"Mitchell Scott Johnson, 13, and Andrew Douglas Golden, 11, two juveniles, ambushed students and teachers as they left the school; they were apprehended by police at the scene.",Students+Teachers,Westside Middle School killings,15
35,anger,1998-03-06,State Lottery,1.0,5,Male,Workplace,0,41.68700845,"Newington, Connecticut",-72.73083927,Yes,Close,0.0,White American or European American,Connecticut,"On March 6, 1998, a 35-year-old disgruntled employee of the State Lottery in Newington, Connecticut arrived at his workplace and began shooting. He killed four of his coworkers and supervisors before committing suicide.",Coworkers,Connecticut State Lottery Headquarters,4
37,,1997-12-19,Milwaukee,1.0,2,Male,Workplace,2,43.06420322,"Milwaukee, Wisconsin",-87.96724385,No,Close,0.0,Black American or African American,Wisconsin,"On December 19, 1997, a 37-year-old postal worker in Milwaukee, Wisconsin began shooting at the post office where he was employed. He shot and killed a coworker and wounded his supervisor and another coworker before committing suicide.",Coworkers,Milwaukee Post Office,3
41,unemployement,1997-12-18,,0.0,5,Male,Workplace,2,33.78935598,"Orange, California",-117.820412,No,Close,1.0,Some other race,California,"On December 18, 1997, a 41-year-old recently fired Caltrans employee arrived to his former office and began shooting at his former coworkers and supervisors. He killed four employees and wounded another and a police officer before being killed by police.",Ex-Coworkers,Caltrans Maintenance Yard,6
14,psycho,1997-12-01,,,3,Male,Health High School,5,37.08506,"West Paducah, Kentucky",-88.74422,Yes,,0.0,White American or European American,Kentucky,"On December 1, 1997, a 14-year-old student at Heath High School in West Paducah, Kentucky brought stolen guns to campus and began shooting at a prayer group that met every day, killing three students and wounding five others before being arrested. The shooter was later found to have been suffering from paranoid schizophrenia.",prayer group,Heath High School,8
16,psycho,1997-10-01,,,2,Male,Home+School,7,32.27492783,"Pearl, Mississippi",-90.09470655,Yes,Close,0.0,White American or European American,Mississippi,"On October 1, 1997, a 16-year-old student of Pearl High School in Pearl, Mississippi stabbed his mother to death before heading to school. Once there, he shot and killed his ex-girlfriend and her friend before wounding an additional seven other students. He was stopped while fleeing the incident by a principal with a handgun and was arrested.",random,Pearl High School,9
43,unemployement,1997-09-15,,0.0,4,Male,R.R. Phelon Company,3,33.47524551,"Aiken, South Carolina",-81.72595949,No,Open+Close,1.0,Black American or African American,South Carolina,"On September 15, 1997, a 43-year-old former employee of the R.E. Phelon Company in Aiken, South Carolina arrived at the plant and shot the security guard in the parking lot. He then entered the facility and began shooting his former coworkers, killing four and wounding two others. He attempted suicide with insecticide, but was unsuccessful and eventually arrested.",Ex-Coworkers,R.E. Phelon Company,7
16,frustration,1997-02-19,,,2,Male,Bethel Regional High School,2,60.79053882,"Bethel, Alaska",-161.7927517,Yes,Close,0.0,White American or European American,Alaska,"On February 19, 1997, a 16-year-old student at Bethel Regional High School in Bethel, Alaska arrived on campus and shot a popular student, killing him. He later shot and killed the school's principal and wounded two others before being arrested.",Students+Teachers,Bethel Regional High School,4
36,,1996-08-15,,,3,Male,San Diego State University,0,32.86357277,"San Diego, California",-117.1281628,No,Close,0.0,White American or European American,California,"On August 15, 1996, a 36-year-old mechanical engineering graduate student at San Diego State University in San Diego, California was set to defend his Master's thesis for the second time. Instead, he pulled a gun he had stashed in a first aid kit in the room and shot twenty-three rounds into the three professors witnessing his defense, killing all three. He was found and arrested in the room, where he had planned to commit suicide but could not do it.",Teachers,San Diego State University,3
41,revenge,1996-02-09,,0.0,6,Male,,1,26.122308399999998,"Fort Lauderdale, Florida",-80.14337859999998,Yes,,0.0,black,Florida,"Fired city park employee Clifton McCree, 41, opened fire on former coworkers he called ""racist devils"" inside their municipal trailer in an act of revenge after failing a drug test. He then committed suicide.",Ex-Coworkers,Fort Lauderdale revenge shooting,7
14,frustration,1996-02-02,,,3,Male,Frontier Junior High School,1,47.12189424,"Moses Lake, Washington",-119.2750699,Yes,Close,0.0,White American or European American,Washington,"On February 2, 1996, a 14-year-old student walked into his algebra class at Frontier Junior High School in Moses Lake, Washington shooting and killing his teacher before killing two students, one who had bullied him, and wounding another student in the arm. He then held the class hostage and was tackled and held by a teacher until he was apprehended by police.",Students+Teachers,Frontier Junior High School,4
17,,1995-11-15,,,2,Male,Richland High School,1,35.37810374,"Lynnville, Tennessee",-87.00610559,Yes,Close,0.0,White American or European American,Tennessee,"On November 15, 1995, a 17-year-old students at Richland High School in Lynnville, Tennessee arrived to school and began shooting. He killed a teacher, a student and wounded another teacher before the gun was wrestled away from him by another teacher.",Students+Teachers,Richland High School,3
,anger,1995-04-03,Walter Rossler,1.0,6,Male,Workplace,0,27.73907518,"Corpus Christi, Texas",-97.43073352,No,Close,0.0,Unknown,Texas,"On April 3, 1995, a disgruntled former metallurgist of the Walter Rossler Company in Corpus Christi, Texas entered the office and began shooting. He killed three employees, the owner and his wife before killing himself in another room.",Coworkers,Walter Rossler Company,5
29,unemployement,1995-03-21,,0.0,4,Male,Post Office in Montclair,1,40.82618400000001,"Montclair, New Jersey",-74.20862,No,Close,0.0,White American or European American,New Jersey,"On March 21, 1995, a 29-year-old former postal laborer entered a post office in Montclair, New Jersey, and robbed the employees at gunpoint. He then killed two postal workers, two customers and wounded another man before fleeing the scene. He was later arrested in his apartment.",random,Montclair Post Office,5
26,psycho,1995-01-26,,,2,Male,,2,35.92681467,"Chapel Hill, North Carolina",-79.03850407,Yes,Open,0.0,White American or European American,North Carolina,"On January 26, 1995, a 26-year-old mentally ill law student in Chapel Hill, North Carolina, was permitted to take unsupervised off-campus trips outside his mental hospital. During this particular trip, he opened fire on passersby, killing two and wounding two others before being arrested. He was found not guilty by reason of insanity and later won a lawsuit against a psychiatrist.",random,Downtown Chapel Hill,4
,terrorism,1994-12-30,,,2,Male,health clinic,5,42.32427392,"Brookline, Massachusetts",-71.14080012,Yes,Close,0.0,White American or European American,Massachusetts,"On December 30, 1994 a man entered a Planned Parenthood clinic, shot and killed the receptionist, and opened fire in the clinic, wounding three others. Several minutes later he entered a Preterm Health Services clinic and shot three people, killing one. ",random,Massachusetts Abortion Clinic,7
37,psycho,1994-11-07,,,1,Male,Wickliffe Middle School,3,41.60713735,"Wickliffe, Ohio",-81.46902046,Yes,Close,0.0,White American or European American,Ohio,"On November 7, 1994, a 37-year-old man approached the Wickliffe Middle School in Wickliffe, Ohio and shot, killing a custodian. He then wounded a school administrator, a teacher and a police officer before being detained by the police.",random,Wickliffe Middle School,4
20,anger,1994-06-20,,0.0,5,Male,hospital,23,47.618456,"Fairchild Air Force Base, Washington",-117.644099,Yes,Close,0.0,White American or European American,Washington,"On June 20, 1994, a 20-year-old discharged technician at the Fairchild Air Force Base Hospital outside of Spokane, Washington entered the office of the psychologist and psychiatrist that first diagnosed him to be unfit for service, shot and killed them both. He continued shooting at patients and visitors at the hospital, killing a young boy, the wife of a retired serviceman and wounding twenty-three more before being killed by a military police officer.",psychologist+psychiatrist,Fairchild Air Force Base Hospital,27
17,psycho,1994-05-26,,,4,Male,Home+School,0,38.95130818,"Union, Kentucky",-84.67066339,No,Close,0.0,White American or European American,Kentucky,"On May 26, 1994, a 17-year-old high school student awoke in the early hours of the day to kill his parents and his sisters in their home. He then kidnapped his prom date at gunpoint and brought her to a classroom, where he held her, a teacher and 22 students hostage before being detained by police.",random,"Residence in Union, Kentucky",4
39,anger,1993-12-16,Chelsea High School,1.0,1,Male,Chelsea High School,2,42.31319376,"Chelsea, Michigan",-84.01868108,Yes,Close,0.0,White American or European American,Michigan,"On December 16, 1993, after a meeting with school officials in regards to a harassment complaint made by a student, a 39-year-old Chemistry teacher at Chelsea High School in Chelsea, Michigan stormed off with his wife and went home. Still enraged by the allegation, he returned to the school, killing the superintendent and wounding the principal and a teacher before being arrested.",Coworkers,Chelsea High School,3
19,unemployement,1993-12-14,,0.0,4,Male,Chuck E. Cheese,1,39.69892933,"Aurora, Colorado",-104.7871863,Yes,Close,0.0,Black American or African American,Colorado,"On December 14, 1993, a 19-year-old fired Chuck E. Cheese's employee in Aurora, Colorado visited his former workplace and waited until closing to confront his ex-coworkers. He then opened fire, killing three teenaged employees, one 50-year-old employee, and wounding another before being arrested.",Ex-Coworkers,Chuck E. Cheese in Aurora,5
34,psycho,1993-12-07,,,6,Male,Train,19,40.72662266,"Garden City, New York",-73.644712,No,Close,0.0,Black American or African American,New York,"On December 7, 1993, a 34-year-old mentally unstable man boarded a Lond Island Rail Road commuter train headed to Nassau County in New York. He began shooting in the train car, killing six and wounding nineteen before being apprehended by three passengers in the train.",random,Long Island Rail Road Commuter Train,25
29,frustration,1993-09-17,,0.0,1,Male,Central Middle School,4,44.79051074,"Sheridan, Wyoming",-106.9599165,No,Close,0.0,White American or European American,Wyoming,"On September 17, 1993, a 29-year-old man recently discharged from the Navy approached a physical education class at Central Middle School in Sheridan, Wyoming and opened fire on its 29 students. He wounded four students before committing suicide in front of the class.",random,Central Middle School,4
22,anger,1993-08-06,Army,1.0,4,Male,Luigi's Restaurant,8,35.07997086,"Fayetteville, North Carolina",-79.03796125,No,Close,0.0,White American or European American,North Carolina,"On August 6, 1993, a 22-year old army sergeant opened fire inside Luigi's Restaurant in Fayetteville, North Carolina, killing four people and injuring eight more. The shooter was ranting about gays in the military before he was shot and arrested by police.",random,Luigi's Restaurant in Fayetteville,12
28,frustration,1993-07-08,,,1,Male,Weber State University,3,41.2281367,"Ogden, Utah",-111.96753170000001,No,Close,0.0,Asian American,Utah,"On July 8, 1993, a 28-year old student shot and injured three people at a grievance hearing at Weber State University in Odgen, Utah. One of the injured was a State police officer who was able to shoot back, killing the perpetrator.",random,Weber State University,3
55,frustration,1993-07-01,,,9,Male,law firm,6,37.75457839,"San Francisco, California",-122.44243429999999,No,Close,0.0,White American or European American,California,"On July 1, 1993, a 55-year-old failing entrepreneur entered the law offices of Pettit & Martin in the financial district of San Francisco, California. He then opened fire on the office, killing eight and wounding six others before turning the gun on himself. He had apparently targeted the law firm due to his deep hatred for lawyers arising from his failed business endeavors and a real estate consultation with the firm years before.",lawyers,Offices of Pettit & Martin in San Francisco,14
45,frustration,1993-05-06,,1.0,2,Male,Workplace,2,42.31269522,"Dearborn, Michigan",-83.21293244,Unknown,Close,0.0,Unknown,Michigan,"On May 6, 1993, a 45-year-old postal mechanic, upset with supervisors and the management of his post office in Dearborn, Michigan, arrived to work and began shooting. He killed a supervisor and wounded two other postal employees before committing suicide.",Coworkers,Dearborn Post Office,3
38,psycho,1993-05-06,,0.0,1,Male,,5,33.47316083,"Dana Point, California",-117.696399,Yes,Open+CLose,0.0,White American or European American,California,"On May 6, 1993, after murdering his mother and her dog, a 38-year-old postal employee who had been fired five months prior arrived at the post office in Dana Point, California and shot and killed a former coworker and wounded another. He later shot a man in his garage, a woman motorist, robbed and shot two others at an ATM, totaling five injured victims and one death.",random,Dana Point Post Office,6
18,,1992-12-14,,,2,Male,Simon's Rock College of Bard,4,42.19358268,"Great Barrington, Massachusetts",-73.36216339,No,Close,0.0,Asian American,Massachusetts,"On December 14, 1992, an 18-year-old student opened fire at Simon's Rock College of Bard in Great Barrington, Massachusetts. Before turning himself in to police, he killed a student and a teacher and wounded four others.",Students+Teachers,Simon's Rock College of Bard,6
50,frustration,1992-10-15,,1.0,5,Male,County Office Building,0,42.38013875,"Watkins Glen, New York",-76.86724659,No,Close,0.0,White American or European American,New York,"On October 15, 1992, a 50-year-old truck driver, upset about his wages being garnished for back-payments of child support, entered the Schuyler County Office Building in Watkins Glen, New York. He killed four female social workers before committing suicide.",Social Workers,Schuyler County Office Building,4
17,anger,1992-09-11,,,0,Male,"Amarillo, Texas",6,35.18322484,"Amarillo, Texas",-101.88056879999999,Unknown,,0.0,Unknown,Texas,"On September 11, 1992, a fight broke out in Amarillo, Texas between two students that ended with one student, a 17-year-old male, pulling a gun out and shooting. Six students were wounded before the shooter was taken into custody.",Students,Palo Duro High School,6
20,failing exams,1992-05-01,,,4,Male,Lindhurst High School,10,39.08174985,"Olivehurst, California",-121.55495390000002,Yes,Close,0.0,White American or European American,California,"On May 1, 1992, a 20-year-old former student of Lindhurst High School in Olivehurst, California began shooting at students and teachers in classrooms. Seeking revenge for a failing grade, the shooter first killed the teacher who gave him that grade, later killing three students and injuring ten others before being arrested. ",Students+Teachers,Lindhurst High School,14
31,unemployement,1991-11-14,,0.0,5,Male,Post Office in Royal Oak,5,42.50840203,"Royal Oak, Michigan",-83.15387427,Yes,Close,0.0,White American or European American,Michigan,"On November 14, 1991, a 31-year old former postal worker opened fire at the post office in Royal Oak, Michigan, his former workplace. He killed his four supervisors and wounded five co-workers before committing suicide.",Ex-Coworkers,Royal Oak Post Office,9
28,frustration,1991-11-01,University of lowa,1.0,6,Male,University of lowa,1,41.65589405,"Iowa City, Iowa",-91.53117986,No,Close,0.0,Asian American,Iowa,"On November 1, 1991, a 28-year-old astrophysics researcher opened fire on academics at a meeting at the University of Iowa in Iowa City. The shooter fatally wounded three professors on his dissertation committee, an academic affairs officer, and the researcher who received the award he felt he deserved, and as well as paralyzing a student employee before committing suicide.",Coworkers,University of Iowa,6
35,unemployement,1991-10-16,,0.0,24,Male,Luby's Cafeteria,20,31.07925506,"Killeen, Texas",-97.73392317,Yes,Open,0.0,White American or European American,Texas,"On October 16, 1991, a 35-year old unemployed seaman drove his truck through a window at Luby's Cafeteria in Killeen, Texas. He then opened fire, killing twenty-three people and wounding twenty before turning the gun on himself.",random,"Luby's Cafeteria in Killeen, Texas",43
35,revenge,1991-10-10,,,3,Male,,0,40.98213277,"Ridgewood, New Jersey",-74.11264731,Yes,Close,0.0,Black American or African American,New Jersey,"On October 10, 1991, a 35-year old former postal clerk, apparently seeking revenge for his dismissal, killed his former supervisor with sword and shot her boyfriend at their home. Then entered the post office where he used to work in Ridgewood, New Jersey, and killed two of his former co-workers. After a four-hour standoff with police, the shooter was arrested. Before leaving his apartment, the shooter rigged a homemade bomb of explosives to his front door.",Ex-Coworkers,Ridgewood Post Office,3
,robbery,1991-08-09,,,9,Male,Buddhist Monastery,0,33.57145875,"Phoenix, Arizona",-112.0904854,No,Close,0.0,Asian American/Some other race,Arizona,"On the evening on August 9, 1991, two high school students in the Air Force ROTC program entered a Buddhist monastery intending to steal cameras, golden religious paraphernalia and cash from the monks. After looting the monastery and holding the monks hostage, the boys decided to shoot and kill all nine occupants of the house to leave no witnesses of their crime.",monks,Wat Promkunaram Buddhist Temple,9
42,psycho,1990-06-17,,,12,Male,,6,30.33216122,"Jacksonville, Florida",-81.67576993,No,,0.0,Black American or African American,Florida,"After fatally shooting a man and woman and wounding two teenage boys, the 42-year-old gunman robbed a convenience store at gunpoint on June 17, 1990. The next day, the shooter opened fire at the General Motors Acceptance Corporation car loan office in Jacksonville, Florida, killing seven employees and a customer and injuring four others before turning the gun on himself.",random,GMAC Loan Office,17
47,frustration,1989-09-14,,,9,Male,Standard Gravure printing company,12,38.249432,"Louisville, Kentucky",-85.72624300000003,Yes,Close,0.0,White American or European American,Kentucky,"On September 14. 1989, a 47-year-old man, disgruntled by his work situation and suffering from mental illness, entered the Standard Gravure printing company in Louisville, Kentucky, his former workplace, and began shooting. The incident ended with eight fatalities and twelve gun injuries before the shooter ending his own life with a bullet.",Ex-Coworkers,Standard Gravure Corporation,20
52,psycho,1989-08-10,Orange Glenn Post Office,1.0,4,Male,,1,33.13439925,"Escondido, California",-117.07225279999999,No,Close,0.0,White American or European American,California,"On August 10, 1989, a 52-year-old ""model"" postal worker murdered his wife in their home before arriving to work at the Orange Glen Post Office in Escondido, California. He then shot and killed two co-workers and injured another before taking the gun to his own head, dying later in a hospital.",random,Orange Glenn Post Office,4
24,terrorism,1989-01-17,,0.0,6,Male,Cleveland Elementary School,30,37.96631812,"Stockton, California",-121.30187749999999,Yes,Close,0.0,White American or European American,California,"On January 17, 1989, an unemployed 24-year-old man arrived to Cleveland Elementary School in Stockton, California. He set his car on fire in the parking lot, before entering the school to begin shooting. The shooter killed five students and injured thirty others including a teacher, before killing himself.",Students+Teachers,Cleveland Elementary School,35
39,,1988-12-14,Post Office,1.0,0,Male,main post office in downtown New Orleans,4,30.0687242,"New Orleans, Louisiana",-89.93147412,Unknown,Close,0.0,Unknown,Louisiana,"On December 14, 1988, a 39-year-old post office employee entered the main post office in downtown New Orleans, Louisiana, where he worked with a shotgun. He took his ex-girlfriend as a hostage and was able to hold off police and FBI agents for 13 hours until he surrendered. He injured three co-workers and one FBI agent.",,New Orleans Downtown Post Office,4
19,psycho,1988-09-26,,0.0,2,Male,Oakland Elementary School,9,34.1928952,"Greenwood, South Carolina",-82.15355508,Yes,Close,0.0,White American or European American,South Carolina,"On September 26, 1988, an unemployed 19-year-old man entered the Oakland Elementary School in Greenwood, South Carolina. He was arrested after killing two 8-year-old girls and injuring seven other students and two teachers. He was later found ""guilty but mentally ill.""",Students+Teachers,Oakland Elementary School,11
40,terrorism,1988-09-22,,,5,Male,,2,41.83928045,"Chicago, Illinois",-87.68818145,No,Open+Close,1.0,Black American or African American,Illinois,"On September 22, 1988, a 40-year-old Vietnam veteran shot and killed two employees at a Comet Auto Parts in Chicago, Illinois before heading to the Montefiore School to continue the shooting. He injured a city worker and fatally wounded a custodian at the school before he was discovered by police. The shooter opened fire on the officers, injuring one and killing another.",random,Comet Auto Parts and Montefiore School,6
30,terrorism,1988-05-20,,,2,Female,Home+School,7,42.10648807,"Winnetka, Illinois",-87.74211141,Yes,Close,0.0,White American or European American,Illinois,"On May 20, 1988, a 30-year-old woman entered the Hubbard Woods Elementary School with the intent to target her former in-laws' children who she believed attended the school. After shooting a boy in a bathroom down the hall, she entered a second-grade classroom and began shooting the students, killing one and injuring five more. She fled the scene and entered a home, where she injured another young man before turning the gun on herself in a bedroom.",Students,Hubbard Woods Elementary School,8
